id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,Households
0101901,01,Alabama,AL,Chambers County,Wadley,Abanda,CDP,place,36276,256,7764034,34284,33.091627,-85.527029,14596.6664825167,11326,10911.1105596114+0i,52
0101903,01,Alabama,AL,Jefferson County,Adamsville,Adamsville city,City,place,35005,205,65064935,29719,33.60575,-86.97465,95877.0220490099,85644,101255.628258487+0i,1704
0101905,01,Alabama,AL,Hale County,Akron,Akron,Town,place,35541,205,1776164,13849,32.879495,-87.741679,25388.7827860353,20009,24839.9829145421+0i,126
0101907,01,Alabama,AL,Marshall County,Albertville,Albertville city,City,place,35950,256,68731806,258708,34.26313,-86.21066,100168.627947855,85168,113147.596969836+0i,7307
0101909,01,Alabama,AL,Calhoun County,Alexandria,Alexandria,CDP,place,36250,256,28834974,33099,33.760819,-85.872008,93216.5413545116,92686,92828.3528811165+0i,1464
0101911,01,Alabama,AL,Blount County,Oneonta,Allgood,Town,place,35121,205,2690288,1452,33.907623,-86.516109,78111.826086911,72651,68954.9676827159+0i,245
0101913,01,Alabama,AL,Etowah County,Walnut Grove,Altoona,Town,place,35990,205,11193369,25442,34.039204,-86.305697,52118.2471448297,45447,39522.5864474801+0i,323
0101915,01,Alabama,AL,Lauderdale County,Anderson,Anderson,Town,place,35610,256,3347216,1520,34.915675,-87.274274,75046.4606289872,74670,78423.6274343179+0i,115
0101917,01,Alabama,AL,Cullman County,Arab,Arab city,City,place,35016,256,34345826,346373,34.332387,-86.501167,60403.8778801841,300000,49341.996372404+0i,25
0101919,01,Alabama,AL,Limestone County,Ardmore,Ardmore,Town,place,35739,256,5289466,21830,34.987838,-86.829022,88080.2279481468,73785,101398.063007548+0i,571
0101921,01,Alabama,AL,St. Clair County,Odenville,Argo,Town,place,35120,205,27893577,150331,33.691576,-86.503766,79360.8597732044,86061,73434.7553097582+0i,1513
0101923,01,Alabama,AL,Winston County,Arley,Arley,Town,place,35541,205,9740655,33989,34.076234,-87.217831,50176.4552902913,49775,23405.958309527+0i,179
0101925,01,Alabama,AL,Clay County,Ashland,Ashland,Town,place,36251,256,18986275,85046,33.269892,-85.833706,64354.0158452046,63003,48055.7877349791+0i,1037
0101927,01,Alabama,AL,Limestone County,Athens,Athens city,City,place,35611,256,103245839,659827,34.779021,-86.950799,137600.437234569,111583,152581.769456703+0i,9326
0101929,01,Alabama,AL,Etowah County,Attalla,Attalla city,City,place,35954,256,18079281,0,33.986189,-86.121037,84119.8277671729,76235,92890.4632801784+0i,2313
0101931,01,Alabama,AL,Autauga County,Autaugaville,Autaugaville,Town,place,36003,334,19936288,526181,32.432563,-86.658752,54145.1758975155,58862,15092.0863331447+0i,462
0101933,01,Alabama,AL,Mobile County,Satsuma,Axis,CDP,place,36572,251,10164766,28960,30.922563,-88.02185,88596.7936368467,94953,84787.2468594984+0i,278
0101935,01,Alabama,AL,Cullman County,Baileyton,Baileyton,Town,place,35019,256,13620112,146518,34.260858,-86.608788,116960.327327076,72563,141888.400209742+0i,329
0101937,01,Alabama,AL,Etowah County,Hokes Bluff,Ballplay,CDP,place,35903,256,60996781,485209,34.023046,-85.801481,63208.8103875625,71242,19697.1774267899+0i,506
0101939,01,Alabama,AL,Baldwin County,Bay Minette,Bay Minette city,City,place,36507,251,44692221,196438,30.894436,-87.791306,97243.1074134233,81210,112772.623533399+0i,3011
0101941,01,Alabama,AL,Marion County,Linden,Bear Creek,Town,place,36748,334,35295458,345562,34.255481,-87.713399,61514.3477298805,67688,0+24820.6879976986i,547
0101943,01,Alabama,AL,Lamar County,Guin,Beaverton,Town,place,35563,205,11882781,0,33.935411,-88.021778,71475.2569934905,98649,0+61699.0861449408i,115
0101945,01,Alabama,AL,Fayette County,Fayette,Belk,Town,place,35555,205,3588962,0,33.651647,-87.928609,62816.541035294,63141,61814.8632256882+0i,101
0101947,01,Alabama,AL,Mobile County,Mobile,Belle Fontaine,CDP,place,36605,251,4022920,939300,30.489492,-88.10594,58912.5411938354,77914,0+39566.3126607443i,180
0101949,01,Alabama,AL,Fayette County,Berry,Berry,Town,place,35546,205,27884733,15029,33.666702,-87.609311,66361.6881506211,62350,74776.4315801625+0i,603
0101951,01,Alabama,AL,Autauga County,Billingsley,Billingsley,Town,place,36006,205,3383297,3909,32.66522,-86.706673,117113.573687305,66575,142306.254441491+0i,63
0101953,01,Alabama,AL,Shelby County,Birmingham,Birmingham city,City,place,35203,205,378353942,6591013,33.527444,-86.799047,85694.7294081511,71497,93195.0094440163+0i,960
0101955,01,Alabama,AL,Blount County,Blountsville,Blountsville,Town,place,35031,205,14039365,179778,34.075728,-86.583728,108950.775922244,80192,134268.913013006+0i,636
0101957,01,Alabama,AL,Barbour County,Skipperville,Blue Springs,Town,place,36374,334,7500883,0,31.663516,-85.503526,77433.0845753821,300000,71762.3932510029+0i,39
0101959,01,Alabama,AL,Marshall County,Boaz,Boaz city,City,place,35957,256,37683451,161880,34.19902,-86.155151,117702.859587319,90424,132871.405268833+0i,2946
0101961,01,Alabama,AL,Talladega County,Childersburg,Bon Air,Town,place,35044,256,3436489,15386,33.25937,-86.327148,37986.0015588577,30862,34632.842668399+0i,33
0101963,01,Alabama,AL,Wilcox County,Camden,Boykin,CDP,place,36726,334,6888209,30520,32.068375,-87.294343,15801.1037455538,8378,15730.312106556+0i,32
0101965,01,Alabama,AL,Shelby County,Maylene,Brantleyville,CDP,place,35114,205,5688362,26749,33.219303,-86.882522,70822.6364107742,75680,72753.72271366+0i,386
0101967,01,Alabama,AL,Escambia County,Brewton,Brewton city,City,place,36426,251,29044814,609964,31.109175,-87.076583,100562.322159418,77399,121191.235314796+0i,2126
0101969,01,Alabama,AL,Jefferson County,Brighton,Brighton city,City,place,35020,205,3673771,0,33.439229,-86.945385,35004.2977564,27294,35419.5061062448+0i,1071
0101971,01,Alabama,AL,Etowah County,Walnut Grove,Bristow Cove,CDP,place,35990,205,28083738,0,34.109216,-86.240993,71534.3418187631,87497,70370.261715407+0i,206
0101973,01,Alabama,AL,Jefferson County,Mount Olive,Brookside,Town,place,35117,205,16582314,27676,33.636966,-86.89608,115614.612344321,83777,137661.010347761+0i,504
0101975,01,Alabama,AL,Cherokee County,Gaylesville,Broomtown,CDP,place,35973,256,12156602,0,34.365728,-85.532112,55471.480416767,47027,52587.0818675486+0i,92
0101977,01,Alabama,AL,Mobile County,Mount Vernon,Bucks,CDP,place,36560,251,1003273,92976,31.016881,-88.026385,48249.5000000002,300000,33733.7532994277+0i,25
0101979,01,Alabama,AL,Chilton County,Calera,Calera city,City,place,35040,205,62376107,685210,33.122319,-86.745644,0,0,0+0i,0
0101981,01,Alabama,AL,Mobile County,Mount Vernon,Calvert,CDP,place,36560,251,8879545,48801,31.15447,-88.01046,0,0,0+0i,0
0101983,01,Alabama,AL,Wilcox County,Camden,Camden city,City,place,36726,334,10836797,34892,31.998493,-87.28895,69708.3328884396,75524,69934.6736642108+0i,876
0101985,01,Alabama,AL,Walker County,Carbon Hill,Carbon Hill city,City,place,35549,205,14245476,221464,33.894991,-87.522078,45965.3615716021,36161,53726.3991227189+0i,751
0101987,01,Alabama,AL,Etowah County,Boaz,Carlisle-Rockledge,CDP,place,35956,256,41929653,12741,34.114451,-86.124073,63586.9874063499,61531,63771.1637713607+0i,858
0101989,01,Alabama,AL,Covington County,Andalusia,Carolina,Town,place,36420,334,2871453,20504,31.23415,-86.521001,60141.1183071118,65426,52847.7990779071+0i,122
0101991,01,Alabama,AL,Conecuh County,Castleberry,Castleberry,Town,place,36432,251,4431204,48957,31.299678,-87.029129,42545.5750370021,26819,47452.8858843288+0i,285
0101993,01,Alabama,AL,Cherokee County,Cedar Bluff,Cedar Bluff,Town,place,35959,256,13174609,152247,34.221422,-85.588565,93536.5468054452,78494,108791.576804015+0i,872
0101995,01,Alabama,AL,Cherokee County,Centre,Centre city,City,place,35960,256,29628797,241373,34.155363,-85.668842,76079.9145913083,70130,85736.775506573+0i,1545
0101997,01,Alabama,AL,Washington County,Chatom,Chatom,Town,place,36518,251,27770887,0,31.469145,-88.246019,123539.252833234,91217,144728.879851785+0i,407
0101999,01,Alabama,AL,Colbert County,Cherokee,Cherokee,Town,place,35616,256,5740564,704,34.7577,-87.965589,67539.5424719208,74763,67963.0726603598+0i,381
01011001,01,Alabama,AL,Talladega County,Childersburg,Childersburg city,City,place,35044,256,31919335,652240,33.291877,-86.340599,98677.0027873849,80123,119256.598332818+0i,2181
01011003,01,Alabama,AL,Mobile County,Wilmer,Chunchula,CDP,place,36587,251,4671130,21008,30.927194,-88.2082,67605.5606026095,300000,62110.5988662215+0i,67
01011005,01,Alabama,AL,Chilton County,Clanton,Clanton city,City,place,35045,205,56812440,353342,32.841704,-86.623008,104094.242900215,92273,111645.332786466+0i,3353
01011007,01,Alabama,AL,Dale County,Daleville,Clayhatchee,Town,place,36322,334,7039400,0,31.236925,-85.721478,62841.9265626913,63909,62797.8610548566+0i,203
01011009,01,Alabama,AL,Blount County,Cleveland,Cleveland,Town,place,35049,205,20308407,131765,34.002179,-86.561352,82028.1146811497,71810,86443.7138702286+0i,428
01011011,01,Alabama,AL,Tuscaloosa County,Vance,Coaling,Town,place,35490,205,12986097,178716,33.169901,-87.349887,95280.4741177323,88691,95522.6208373837+0i,570
01011013,01,Alabama,AL,Geneva County,Geneva,Coffee Springs,Town,place,36340,334,2030176,29256,31.165836,-85.910898,73520.8207572368,75697,72830.4815371897+0i,114
01011015,01,Alabama,AL,Tuscaloosa County,Coker,Coker,Town,place,35452,205,5271311,23040,33.243752,-87.681329,109907.91664596,96976,117859.357671723+0i,295
01011017,01,Alabama,AL,DeKalb County,Collinsville,Collinsville,Town,place,35961,256,10141848,45133,34.262193,-85.867868,57456.4560755185,63599,57480.0246370893+0i,553
01011019,01,Alabama,AL,Houston County,Columbia,Columbia,Town,place,36319,334,10181708,170212,31.295351,-85.110202,66326.9284888011,68157,68407.0014492679+0i,297
01011021,01,Alabama,AL,Jefferson County,Bessemer,Concord,CDP,place,35023,205,8716229,44246,33.461986,-87.040435,110564.465653151,95571,118119.852819469+0i,867
01011023,01,Alabama,AL,Walker County,Cordova,Cordova city,City,place,35550,205,15091310,292352,33.761292,-87.201099,49530.2135574292,38798,55158.6003340697+0i,872
01011025,01,Alabama,AL,Houston County,Cottonwood,Cottonwood,Town,place,36320,334,14950836,67217,31.054033,-85.29956,86823.8698093376,74354,104718.820520826+0i,549
01011027,01,Alabama,AL,Jefferson County,Morris,County Line,Town,place,35116,205,2500017,0,33.820895,-86.71973,100182.098842207,111221,96783.6101712705+0i,28
01011029,01,Alabama,AL,Houston County,Dothan,Cowarts,Town,place,36301,334,19196913,128863,31.206248,-85.309769,74101.9673859726,74594,72191.4837151614+0i,753
01011031,01,Alabama,AL,DeKalb County,Crossville,Crossville,Town,place,35962,256,21676691,1995,34.285486,-85.998756,93640.5009258546,84765,106969.641421648+0i,742
01011033,01,Alabama,AL,Cullman County,Cullman,Cullman city,City,place,35055,256,50147181,3094442,34.179337,-86.840793,110526.473925316,88597,129104.844667089+0i,6120
01011035,01,Alabama,AL,Washington County,Millry,Cullomburg,CDP,place,36558,251,13842493,0,31.713061,-88.291774,69749.5000000002,300000,55477.8810079035+0i,10
01011037,01,Alabama,AL,Tallapoosa County,Dadeville,Dadeville city,City,place,36853,256,41287909,219837,32.826114,-85.776201,71356.8856466364,81208,63249.0125611591+0i,1207
01011039,01,Alabama,AL,Baldwin County,Daphne,Daphne city,City,place,36526,251,42694236,3179888,30.625545,-87.895979,135469.062404698,116951,144080.849739567+0i,8922
01011041,01,Alabama,AL,Tallapoosa County,Wadley,Daviston,Town,place,36276,256,23658278,77680,33.056839,-85.634329,91485.4088856195,111593,73111.0227721289+0i,105
01011043,01,Alabama,AL,Elmore County,Deatsville,Deatsville,Town,place,36022,334,12075453,81173,32.588972,-86.388984,114186.179484061,105968,112570.056839575+0i,389
01011045,01,Alabama,AL,Morgan County,Decatur,Decatur city,City,place,35601,256,141006257,17594716,34.573321,-86.992135,111569.081469358,93098,124622.836024614+0i,22294
01011047,01,Alabama,AL,Clay County,Heflin,Delta,CDP,place,36264,256,20167124,272009,33.440524,-85.675905,78941.4983249205,300000,72079.4529327647+0i,145
01011049,01,Alabama,AL,Lamar County,Sulligent,Detroit,Town,place,35586,205,3434686,0,34.027379,-88.167831,48284.9701934953,53341,46148.9084051339+0i,101
01011051,01,Alabama,AL,Walker County,Dora,Dora city,City,place,35062,205,19450626,22559,33.729703,-87.083874,109770.760570905,99885,119922.100757733+0i,812
01011053,01,Alabama,AL,Henry County,Dothan,Dothan city,City,place,36303,334,232166237,835468,31.233698,-85.406823,0,0,0+0i,0
01011055,01,Alabama,AL,Winston County,Double Springs,Double Springs,Town,place,35553,205,10643727,57640,34.15134,-87.403488,124294.423776914,68149,155176.183521553+0i,372
01011057,01,Alabama,AL,Crenshaw County,Andalusia,Dozier,Town,place,36421,334,7660285,30819,31.505407,-86.369235,34236.0226997626,29001,33046.1593726034+0i,122
01011059,01,Alabama,AL,Jackson County,Dutton,Dutton,Town,place,35744,256,2237817,0,34.606152,-85.91185,109047.686681613,98827,114905.785573172+0i,107
01011061,01,Alabama,AL,Cullman County,Cullman,East Point,CDP,place,35055,256,2878380,20069,34.191023,-86.791785,84430.7500000001,300000,74135.0428056144+0i,64
01011063,01,Alabama,AL,Jefferson County,Birmingham,Edgewater,CDP,place,35224,205,3140569,61545,33.530099,-86.95279,30787.6941491484,27854,25552.3713321909+0i,326
01011065,01,Alabama,AL,Etowah County,Attalla,Egypt,CDP,place,35954,256,23341363,0,34.075931,-86.165051,73154.0039387762,75986,64109.8903152091+0i,383
01011067,01,Alabama,AL,Baldwin County,Elberta,Elberta,Town,place,36530,251,17806123,261887,30.373689,-87.595778,82700.1459117179,74699,93618.1117403668+0i,655
01011069,01,Alabama,AL,Limestone County,Elkmont,Elkmont,Town,place,35620,256,4137995,28880,34.932604,-86.976971,96523.5179624746,74363,109841.478890745+0i,182
01011071,01,Alabama,AL,Sumter County,Livingston,Emelle,Town,place,35470,205,546062,0,32.728678,-88.316486,47127.9519898861,300000,39617.9823159917+0i,20
01011073,01,Alabama,AL,Coffee County,Enterprise,Enterprise city,City,place,36330,334,79305520,174204,31.326912,-85.844077,116654.140211522,101326,125167.566025126+0i,10108
01011075,01,Alabama,AL,Sumter County,Livingston,Epes,Town,place,35470,205,4970535,0,32.691249,-88.126852,57780.8520191718,49950,60368.8062896141+0i,64
01011077,01,Alabama,AL,Barbour County,Eufaula,Eufaula city,City,place,36027,334,153817226,36482611,31.910041,-85.152556,85455.2585870964,77950,96202.0847459485+0i,4962
01011079,01,Alabama,AL,Greene County,Eutaw,Eutaw,Town,place,35462,205,30907153,197192,32.846247,-87.900332,54587.5679528042,46551,61858.3183012888+0i,1067
01011081,01,Alabama,AL,Conecuh County,Evergreen,Evergreen city,City,place,36401,334,40412368,459686,31.442718,-86.959904,60332.7374096777,56867,70932.6288637487+0i,1492
01011083,01,Alabama,AL,Jefferson County,Fairfield,Fairfield city,City,place,35064,205,8987176,0,33.474705,-86.91934,88920.6112342771,77445,102165.295185211+0i,4198
01011085,01,Alabama,AL,Baldwin County,Fairhope,Fairhope city,City,place,36532,251,31211411,52083,30.52092,-87.879122,159427.790786264,152268,168750.266764257+0i,6551
01011087,01,Alabama,AL,Morgan County,Falkville,Falkville,Town,place,35622,256,9786878,46596,34.377019,-86.909547,69895.847934599,59792,72519.9589432156+0i,352
01011089,01,Alabama,AL,Fayette County,Fayette,Fayette city,City,place,35555,205,22143481,212108,33.694215,-87.831169,73786.5890771867,63663,89354.2039049181+0i,1884
01011091,01,Alabama,AL,Bullock County,Union Springs,Fitzpatrick,CDP,place,36089,334,10780817,91583,32.210373,-85.873699,64062.8318196587,72997,58262.0376575954+0i,33
01011093,01,Alabama,AL,Escambia County,Flomaton,Flomaton,Town,place,36441,251,13172116,287919,31.014816,-87.256016,51470.1017248216,46862,54651.630941427+0i,621
01011095,01,Alabama,AL,Lauderdale County,Florence,Florence city,City,place,35630,256,67609959,522106,34.830323,-87.666139,96867.2799892451,78701,112411.941507418+0i,17568
01011097,01,Alabama,AL,Jefferson County,Birmingham,Forestdale,CDP,place,35214,205,17479591,0,33.57368,-86.900139,98518.5031237491,90064,103428.821347887+0i,3702
01011099,01,Alabama,AL,Lowndes County,Fort Deposit,Fort Deposit,Town,place,36032,334,14663106,0,31.986261,-86.566359,83120.9974061555,66581,105150.212816442+0i,524
01011101,01,Alabama,AL,Dale County,Ft Rucker,Fort Rucker,CDP,place,36362,334,28186630,46399,31.342576,-85.716072,92265.3480133986,85127,91939.2713417939+0i,1230
01011103,01,Alabama,AL,Chambers County,Five Points,Fredonia,CDP,place,36855,334,31025631,67880,32.967905,-85.296657,152645.579862839,300000,160274.874422922+0i,132
01011105,01,Alabama,AL,Washington County,Fruitdale,Fruitdale,CDP,place,36539,251,11586507,43413,31.34979,-88.410937,61515.2080695507,65827,50114.0564484668+0i,45
01011107,01,Alabama,AL,Clarke County,Grove Hill,Fulton,Town,place,36451,334,6348281,1428,31.790989,-87.744212,56511.3761521368,55687,54582.0628917472+0i,81
01011109,01,Alabama,AL,DeKalb County,Rainsville,Fyffe,Town,place,35986,256,11411255,0,34.449615,-85.904969,112733.33031523,86388,130537.79593347+0i,477
01011111,01,Alabama,AL,Sumter County,Boligee,Gainesville,Town,place,35443,205,4452046,0,32.814934,-88.160791,34130.1569168439,15181,39605.2200162666+0i,52
01011113,01,Alabama,AL,Covington County,Andalusia,Gantt,Town,place,36421,334,1682655,86431,31.41074,-86.483524,74884.3856729402,100932,0+58280.3656522253i,76
01011115,01,Alabama,AL,Cullman County,Garden City,Garden City,Town,place,35070,256,7792122,66169,34.019437,-86.750564,64650.153130443,56967,67109.4043214529+0i,168
01011117,01,Alabama,AL,Cherokee County,Gaylesville,Gaylesville,Town,place,35973,256,887876,0,34.268103,-85.558468,53992.3700913167,50462,53694.067834123+0i,86
01011119,01,Alabama,AL,Geneva County,Geneva,Geneva city,City,place,36340,334,41109631,487453,31.044886,-85.876818,88973.2813166385,78749,101352.803247565+0i,1615
01011121,01,Alabama,AL,DeKalb County,Geraldine,Geraldine,Town,place,35974,256,10144006,30156,34.359087,-86.002579,101979.655384032,84435,115811.39895255+0i,321
01011123,01,Alabama,AL,Fayette County,Fayette,Glen Allen,Town,place,35555,205,16973888,36826,33.892108,-87.732682,51678.0333818417,60240,0+12487.8957490567i,208
01011125,01,Alabama,AL,Calhoun County,Glencoe,Glencoe city,City,place,35905,256,43855204,214782,33.939389,-85.934313,0,0,0+0i,0
01011127,01,Alabama,AL,Crenshaw County,Goshen,Glenwood,Town,place,36035,334,1892924,9019,31.671266,-86.173687,134772.090003318,93232,159667.834674163+0i,94
01011129,01,Alabama,AL,Cullman County,Cullman,Good Hope,Town,place,35057,256,20551215,121512,34.109835,-86.865195,91089.5416310555,84237,97166.470576355+0i,794
01011131,01,Alabama,AL,Pickens County,Gordo,Gordo,Town,place,35466,205,8424800,10956,33.322286,-87.903681,91291.5208078156,71042,108848.336601747+0i,650
01011133,01,Alabama,AL,Lowndes County,Hayneville,Gordonville,Town,place,36040,334,14354369,150144,32.159179,-86.704235,84941.3933908161,49730,115561.540744873+0i,134
01011135,01,Alabama,AL,Randolph County,Ranburne,Graham,CDP,place,36273,256,15162088,0,33.455191,-85.323085,54388.755968458,64015,45747.6090994038+0i,97
01011137,01,Alabama,AL,Marshall County,Grant,Grant,Town,place,35747,256,4774998,10961,34.518173,-86.26043,113688.715585046,95520,119859.858850966+0i,334
01011139,01,Alabama,AL,Jefferson County,Graysville,Graysville city,City,place,35073,205,43830003,0,33.658258,-86.96732,75290.7115278092,72676,73735.0308663859+0i,822
01011141,01,Alabama,AL,Butler County,Greenville,Greenville city,City,place,36037,334,55310689,455198,31.843072,-86.636951,85869.878424442,71452,100719.932907463+0i,3114
01011143,01,Alabama,AL,Clarke County,Grove Hill,Grove Hill,Town,place,36451,334,12869745,4824,31.702294,-87.773845,133104.304445451,99448,155673.692739716+0i,686
01011145,01,Alabama,AL,Mobile County,Citronelle,Gulfcrest,CDP,place,36522,251,3921828,8275,30.991106,-88.242231,75405.6938962651,300000,64345.0461598348+0i,68
01011147,01,Alabama,AL,Marshall County,Guntersville,Guntersville city,City,place,35976,256,65748892,44109667,34.367947,-86.252323,127162.647137504,107223,141678.132872421+0i,3196
01011149,01,Alabama,AL,Fayette County,Guin,Gu-Win,Town,place,35563,205,5028328,0,33.944319,-87.870368,0,0,0+0i,0
01011151,01,Alabama,AL,Marion County,Hackleburg,Hackleburg,Town,place,35564,205,39560858,27325,34.269355,-87.830402,63350.9254674983,57034,55244.8964684982+0i,609
01011153,01,Alabama,AL,Henry County,Columbia,Haleburg,Town,place,36319,334,9940861,0,31.409976,-85.138068,91516.7313815883,87104,93208.5167241793+0i,42
01011155,01,Alabama,AL,Winston County,Haleyville,Haleyville city,City,place,35565,334,21550661,160420,34.233832,-87.617574,84491.6030128321,68325,100871.404965309+0i,1666
01011157,01,Alabama,AL,DeKalb County,Valley Head,Hammondville,Town,place,35989,256,12694841,32179,34.566264,-85.640252,147286.878876301,129628,163252.018226509+0i,201
01011159,01,Alabama,AL,Shelby County,Vincent,Harpersville,Town,place,35178,205,54768490,894572,33.317725,-86.428431,102196.857843824,89515,113558.21859743+0i,611
01011161,01,Alabama,AL,Morgan County,Hartselle,Hartselle city,City,place,35640,256,42357220,215309,34.440434,-86.940364,113300.205812767,92894,123340.121201904+0i,5376
01011163,01,Alabama,AL,Lawrence County,Town Creek,Hatton,CDP,place,35672,256,3453276,20291,34.560671,-87.413835,69706.7177557092,300000,61297.420640724+0i,75
01011165,01,Alabama,AL,Lowndes County,Hayneville,Hayneville,Town,place,36040,334,4820399,41973,32.182595,-86.578588,129006.205551591,82702,161109.976844144+0i,394
01011167,01,Alabama,AL,Henry County,Headland,Headland city,City,place,36345,334,78556178,25295,31.354974,-85.357031,86442.4882365121,84232,87187.3156508999+0i,1768
01011169,01,Alabama,AL,Cleburne County,Heflin,Heflin city,City,place,36264,256,41665234,463512,33.6474,-85.569339,70188.3138978272,78258,43559.365362029+0i,1402
01011171,01,Alabama,AL,Shelby County,Helena,Helena city,City,place,35080,205,53950336,833954,33.285635,-86.874488,118989.927359876,101930,121281.618253465+0i,5314
01011173,01,Alabama,AL,Blount County,Oneonta,Highland Lake,Town,place,35121,205,4224630,925584,33.894586,-86.422553,138728.528107594,122025,148963.865495809+0i,178
01011175,01,Alabama,AL,Lawrence County,Trinity,Hillsboro,Town,place,35673,256,4872759,6209,34.642586,-87.178489,83020.9173350618,62309,97567.0019258657+0i,247
01011177,01,Alabama,AL,Washington County,Chatom,Hobson,CDP,place,36518,251,7625399,78982,31.488725,-88.150928,38049.4999961906,300000,27062.9326923023+0i,68
01011179,01,Alabama,AL,Franklin County,Hackleburg,Hodges,Town,place,35564,205,10689877,16413,34.334246,-87.92316,86670.086844023,68755,105779.924074818+0i,143
01011181,01,Alabama,AL,Clay County,Sylacauga,Hollins,CDP,place,35150,256,30670725,80205,33.121757,-86.126967,41206.6247687939,44749,38854.0103007317+0i,253
01011183,01,Alabama,AL,Cullman County,Holly Pond,Holly Pond,Town,place,35083,256,11491221,51521,34.167187,-86.611799,77338.2554932019,72412,75101.3632966424+0i,391
01011185,01,Alabama,AL,Tuscaloosa County,Holt,Holt,CDP,place,35404,205,8194157,36475,33.229745,-87.482894,70112.9935449763,57159,82341.0102101712+0i,1152
01011187,01,Alabama,AL,Jefferson County,Homewood,Homewood city,City,place,35209,205,21657260,171816,33.45855,-86.80965,158339.215213589,152227,167865.592914727+0i,9322
01011189,01,Alabama,AL,Shelby County,Hoover,Hoover city,City,place,35244,205,122016784,2553332,33.376949,-86.805579,179178.31976327,186194,182286.4751977+0i,9918
01011191,01,Alabama,AL,Jefferson County,Hueytown,Hueytown city,City,place,35023,205,50358247,652165,33.408484,-87.01658,96083.7581953447,81439,105933.004091336+0i,5940
01011193,01,Alabama,AL,Limestone County,Huntsville,Huntsville city,City,place,35806,256,552604579,3452021,34.699013,-86.67298,132415.207781768,120965,142391.080823714+0i,473
01011195,01,Alabama,AL,Russell County,Phenix City,Hurtsboro,Town,place,36868,334,2674546,0,32.24009,-85.41467,72804.9349191735,80565,81916.1993688183+0i,207
01011197,01,Alabama,AL,DeKalb County,Ider,Ider,Town,place,35981,256,14077428,0,34.702161,-85.669042,96724.0434841676,67084,118056.863568542+0i,330
01011199,01,Alabama,AL,Jefferson County,Irondale,Irondale city,City,place,35210,205,44851494,427267,33.539847,-86.660539,121787.607442554,95150,134957.625852717+0i,5369
01011201,01,Alabama,AL,Clarke County,Jackson,Jackson city,City,place,36545,251,40505589,497291,31.532321,-87.891183,106274.279579912,95286,120720.345437723+0i,1829
01011203,01,Alabama,AL,Calhoun County,Jacksonville,Jacksonville city,City,place,36265,256,28365902,24984,33.809108,-85.753918,106506.825953129,92716,117434.324422475+0i,4210
01011205,01,Alabama,AL,Chilton County,Jemison,Jemison city,City,place,35085,205,29384581,188725,32.970705,-86.73307,65840.6572135744,76959,26986.6779344834+0i,926
01011207,01,Alabama,AL,Marshall County,Arab,Joppa,CDP,place,35016,256,5036131,70361,34.29955,-86.549946,39895.3649948521,300000,31612.8791986983+0i,55
01011209,01,Alabama,AL,Coosa County,Alexander City,Kellyton,Town,place,35010,256,2504087,1487,32.979188,-86.034608,104293.915152003,81579,129320.636340445+0i,83
01011211,01,Alabama,AL,Lauderdale County,Killen,Killen,Town,place,35645,256,5243522,13074,34.860954,-87.529346,98136.9605795974,89454,97647.1038337779+0i,439
01011213,01,Alabama,AL,Houston County,Dothan,Kinsey,Town,place,36303,334,31328733,0,31.292599,-85.335363,86098.4861684613,69147,98583.6423692042+0i,824
01011215,01,Alabama,AL,Russell County,Phenix City,Ladonia,CDP,place,36868,334,8115436,10357,32.460641,-85.096535,50626.9303837158,47919,49162.5336599108+0i,1184
01011217,01,Alabama,AL,DeKalb County,Fyffe,Lakeview,Town,place,35971,256,1636126,0,34.391629,-85.975704,75470.4893098902,83202,66762.2027760863+0i,37
01011219,01,Alabama,AL,Chambers County,Lanett,Lanett city,City,place,36863,334,16167426,0,32.857768,-85.207761,98997.755718055,75111,119945.8818327+0i,2530
01011221,01,Alabama,AL,Jefferson County,Leeds,Leeds city,City,place,35094,205,58229172,566937,33.546851,-86.57178,106730.894766585,92652,115312.57011726+0i,3736
01011223,01,Alabama,AL,Shelby County,Leeds,Leeds city,City,place,35094,205,58229172,566937,33.546851,-86.57178,40987.0114095423,300000,31212.739184335+0i,35
01011225,01,Alabama,AL,Colbert County,Leighton,Leighton,Town,place,35646,256,2550152,0,34.698625,-87.529116,57113.4435953064,46870,57874.3150118708+0i,394
01011227,01,Alabama,AL,Limestone County,Lester,Lester,Town,place,35647,256,4738825,5534,34.982751,-87.155535,125888.020810155,300000,142209.077824148+0i,49
01011229,01,Alabama,AL,Lauderdale County,Lexington,Lexington,Town,place,35648,256,8380002,12555,34.959351,-87.37283,64874.1390239159,75909,0+41556.1682370453i,297
01011231,01,Alabama,AL,Baldwin County,Pensacola,Lillian,CDP,place,32506,850,4944913,4196328,30.418904,-87.420751,83754.7276392806,78020,83889.4891211493+0i,489
01011233,01,Alabama,AL,Marengo County,Linden,Linden city,City,place,36748,334,9268324,88546,32.301358,-87.792564,120073.747229847,104380,138047.869063124+0i,958
01011235,01,Alabama,AL,Jefferson County,Lipscomb,Lipscomb city,City,place,35020,205,3041689,0,33.426054,-86.926026,92796.6068610259,58062,122048.025229082+0i,834
